DATE,DAY,TIMESLOT,TIMINGS,MULTIPLEX,MOVIE,CATEGORY,TAG,LOCATION,lon,lat,IMDB,RottenTom,IndieWire
26-October-2018,Friday,2PM,2:00PM - 4:15PM,"PVR ICON
AUDI 3
312","Roma
Alfonso Cuarón
Mexico | 135 mins
Introduction by Ted Sarandos
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,10AM,11:00AM - 12:23PM,"PVR ECX
AUDI 4
216","Amal
Mohamed Siam 
Egypt, Lebanon, Germany | 83 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,7:30PM - 9:45PM,"PVR ECX
AUDI 5
216","
The Field Guide To Evil | 96 mins
preceded by
Hana | 13 mins
Introduction by Curator | Q&A
AD",After Dark,AD,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,1:15PM - 3:05PM,"PVR ECX
AUDI 2
216","
Too Late To Die Young
Dominga Sotomayor
Chile, Brazil, Argentina | 110 minutes
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,6.7,,3.5
29-October-2018,Monday,10AM,11:00AM - 1:00PM,"PVR ECX
AUDI 3
216","
In My Room
Ulrich Köhler
Germany, Italy | 120 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,8PM,9:00PM - 11:00PM,"PVR ECX
AUDI 3
216","
House Of My Fathers
Suba Sivakumaran
Sri Lanka | 94 mins
Introduction | Q&A
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,1:00PM - 2:52PM,"PVR ICON
AUDI 4
312","
Sorry To Bother You
Boots Riley
USA | 112 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,10:00AM - 12:05PM,"PVR ICON
AUDI 3
312","
The Heiresses
Marcelo Martinessi
Paraguay, Uruguay, Germany | 98 mins
Introduction | Q&A
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,11:00AM - 1:30PM,"PVR ECX
AUDI 1
216","
MA•AMA
Dominic Sangma
India | 123 mins
Introduction | Q&A
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,11:00AM - 1:30PM,"PVR ECX
AUDI 3
216","
MA•AMA
Dominic Sangma
India | 123 mins
Introduction | Q&A
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,2:00PM - 4:10PM,"PVR ICON
AUDI 1
236","
Jaoon Kahan Bata Ae Dil
Aadish Keluskar
India | 105 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,8:15PM - 10:20PM,"PVR ECX
AUDI 3
216","
Jaoon Kahan Bata Ae Dil
Aadish Keluskar
India | 105 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,11:00AM - 1:30PM,"PVR ECX
AUDI 1
216","
Bornodi Bhotiai
Anupam Kaushik Borah
India | 132 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,12PM,1:45PM - 3:50PM,"PVR ICON
AUDI 3
312","
The Gold-Laden Sheep and the Sacred Mountain
Ridham Janve
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,12PM,1:45PM - 3:30PM,"PVR ECX
AUDI 3
216","
Life Of An Outcast
Pawan K Shrivastava
India | 80 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,5PM,5:15PM - 7:20PM,"PVR ECX
AUDI 5
216","
Mehsampur
Kabir Chowdhry
India | 99 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,7:15PM - 9:45PM,"PVR ICON
AUDI 3
312","
A Twelve-Year Night
Álvaro Brechner
Spain, Argentina, Uruguay | 123 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,7.8,,4.8
28-October-2018,Sunday,10AM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,11:00AM - 12:23PM,"PVR ECX
AUDI 2
216","
Persona
Ingmar Bergman
Sweden | 83 mins
TR",Tribute India,TR (INTER),ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,12PM,NA,"PVR ICON
AUDI 2
220",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,12PM,12:00PM - 1:00PM,"PVR ICON
AUDI 3
312","MASTERCLASSNetflix And The Future Of FilmTed Sarandos
in conversation with
Anupama Chopra",Sessions,S,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,12PM,NA,"PVR ICON
AUDI 1
236",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,12PM,12:00PM - 2:00PM,"PVR ECX
AUDI 5
216","EFE CAKAREL
(FOUNDER & CEO, MUBI)
in conversation with
KIRAN RAO",Sessions,S,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,11:00AM - 12:39PM,"PVR ECX
AUDI 4
216","
Pity
Babis Makridis
Greece, Poland | 99 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,12PM,12:00PM - 1:46PM,"PVR ICON
AUDI 4
312","
Non-Fiction
Olivier Assayas
France | 106 mins
RDV",Rendezvous with French Cinema,RDV,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,11:30AM - 1:14PM,"PVR ICON
AUDI 2
220","
Boy Erased
Joel Edgerton
USA | 114 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,8PM,9:00PM - 11:14PM,"PVR ICON
AUDI 4
312","Mard Ko Dard Nahi Hota
Vasan Bala
India | 134 mins
OPENING FILM",Opening Film,OF,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,8PM,NA,"PVR ICON
AUDI 1
236",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,12:45PM - 3:00PM,"PVR ICON
AUDI 3
312","
Nathicharami
Mansore
India | 113 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,5:45PM - 7:45PM,"PVR ECX
AUDI 1
216","
Soni
Ivan Ayr
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,5:45PM - 8:05PM,"PVR ECX
AUDI 4
216","
Ashleel Udyog Mitra Mandal
Alok Rajwade, Gayatri Patil
India | 115 mins
Introduction | Q&A
MT",Marathi Talkies,MT,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,NA,"PVR ICON
AUDI 1
236",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,8PM,8:30PM - 10:23PM,"PVR ICON
AUDI 2
220","
First Reformed
Paul Schrader
USA | 113 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,NA,"PVR ICON
AUDI 2
220",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,2PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,NA,"PVR ECX
AUDI 3
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,7:30PM - 9:46PM,"PVR ICON
AUDI 3
312","
Ash Is Purest White
Jia Zhangke
China | 136 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.9,79,
28-October-2018,Sunday,12PM,1:45PM - 3:07PM,"PVR ECX
AUDI 4
216","
Rafiki
Wanuri Kahiu
Kenya | 82 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,10AM,NA,"PVR ICON
AUDI 2
220",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,7:00PM - 9:12PM,"PVR ICON
AUDI 4
312","
The Ballad Of Buster Scruggs
Ethan Coen, Joel Coen
USA | 132 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,8:15PM - 10:00PM,"PVR ECX
AUDI 3
216","
Terrified | 89 mins
preceded by
A/S/L | 9 mins
Introduction by Curator
AD",After Dark,AD,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,8PM,9:45PM - 11:19PM,"PVR ICON
AUDI 5
86","
House Of My Fathers
Suba Sivakumaran
Sri Lanka | 94 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,8:00PM - 10:20PM,"PVR ICON
AUDI 1
236","
Udalazham
Unnikrishnan Avala
India | 119 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,NA,"PVR ECX
AUDI 4
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,1:30PM - 3:02PM,"PVR ECX
AUDI 2
216","
The Miseducation Of Cameron Post
Desiree Akhavan
USA | 92 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,10AM,10:30AM - 12:34PM,"PVR ECX
AUDI 2
216","
Champions
Javier Fesser
Spain, Mexico | 124 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,10:45AM - 12:50PM,"PVR ICON
AUDI 4
312","
Mehsampur
Kabir Chowdhry
India | 99 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,5PM,6:30PM - 8:10PM,"PVR ICON
AUDI 6
86","
Lovesick
Ann S. Kim, Priya Giri Desai
USA | 74 mins
Introduction | Q&A
DI",Discovering India,DI,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,5PM,7:15PM - 8:57PM,"PVR ICON
AUDI 5
86","The Harvesters
Etienne Kallos
France, Greece, Poland, South Africa | 102 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,5PM,5:45PM - 8:00PM,"PVR ECX
AUDI 3
216","
Hamid
Aijaz Khan
India | 108 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,2:45PM - 4:17PM,"PVR ECX
AUDI 2
216","
Suspiria (1977)
Dario Argento
Italy | 92 mins
RC",Restored Classics,RC,ANDHERI (W),30.55573,-0.61179,6.6,73,
28-October-2018,Sunday,2PM,2:00PM - 4:05PM,"PVR ICON
AUDI 1
236","
Buddha
Vinit Chandrasekharan
India | 100 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,12PM,1:00PM - 3:00PM,"PVR ECX
AUDI 1
216","
Light In The Room
Rahul Riji Nair
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,5PM,7:00PM - 8:50PM,"PVR ECX
AUDI 4
216","
True Blue
Swati Dandekar
India | 85 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,2PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,12PM,NA,"PVR ICON
AUDI 3
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,5PM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,8PM,9:15PM - 10:50PM,"PVR ICON
AUDI 5
86","
A Land Imagined
Yeo Siew Hua
Singapore, France, Netherlands | 95 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.6,62,3
31-October-2018,Wednesday,10AM,10:30AM - 12:41PM,"PVR ECX
AUDI 5
216","
Ankur
Shyam Benegal
India | 131 mins
EX",Excellence in Cinema,EX,ANDHERI (W),30.55573,-0.61179,8.2,73,
31-October-2018,Wednesday,2PM,4:30PM - 6:05PM,"PVR ICON
AUDI 5
86","And Breathe Normally
Ísold Uggadóttir
Iceland, Sweden, Belgium | 95 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,1:00PM - 2:34PM,"PVR ICON
AUDI 4
312","
Ruben Brandt, Collector
Milorad Krstić
Hungary | 94 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,7.9,,
28-October-2018,Sunday,2PM,2:15PM - 5:08PM,"PVR ICON
AUDI 2
220","
Our Time
Carlos Reygadas
Mexico, France, Germany | 173 mins
WC
",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,2PM,3:45PM - 5:55PM,"PVR ECX
AUDI 2
216","
Long Day's Journey Into Night
Bi Gan
China | 130 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,5PM,5:00PM - 6:40PM,"PVR ICON
AUDI 2
220","
Woman At War
Benedikt Erlingsson
Iceland, France, Ukraine | 100 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,1:30PM - 3:35PM,"PVR ICON
AUDI 2
220","
Birds Of Passage
Cristina Gallego, Ciro Guerra
Colombia, France, Mexico, Denmark | 125 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,8.1,91,
31-October-2018,Wednesday,10AM,NA,"PVR ICON
AUDI 4
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,10AM,11:00AM - 1:30PM,"PVR ICON
AUDI 1
236","
Ghode Ko Jalebi Khilane Le Ja Riya Hoon
Anamika Haksar
India | 122 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,2PM,4:45PM - 6:50PM,"PVR ICON
AUDI 1
236","
Buddha
Vinit Chandrasekharan
India | 100 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,10AM,11:00AM - 12:39PM,"PVR ECX
AUDI 4
216","
Searching For Ingmar Bergman
Margarethe von Trotta
Germany, France | 99 mins
TR (INTER)",Tribute India,TR (INTER),ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,5:00PM - 7:40PM,"PVR ICON
AUDI 1
236","
Bhonsle
Devashish Makhija
India | 133 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,2PM,3:00PM - 5:00PM,"PVR ECX
AUDI 3
216","
The Gold-Laden Sheep and the Sacred Mountain
Ridham Janve
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,5:00PM - 7:30PM,"PVR ECX
AUDI 3
216","
Bardo
Bhimrao Mude
India | 125 mins
Introduction | Q&A
MT",Marathi Talkies,MT,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,8PM,NA,"PVR ECX
AUDI 3
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,8PM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,8PM,NA,"PVR ECX
AUDI 4
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,6:30PM - 8:35PM,"PVR ECX
AUDI 4
216","
In The Aisles
Thomas Stuber
Germany | 125 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,7.3,90,
01-November-2018,Thursday,2PM,3:30PM - 5:06PM,"PVR ICON
AUDI 4
312","
Three Identical Strangers
Tim Wardle
USA, UK | 96 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,7:00PM - 9:00PM,"PVR ICON
AUDI 4
312","
House Of My Fathers
Suba Sivakumaran
Sri Lanka | 94 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,8PM,9:00PM - 9:45PM,"ECX 1

216
(The New Medium)","The Third Part of the Third Measure 
The Otolith Group
44 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,7:30PM - 9:35PM,"PVR ICON
AUDI 1
236","
Touch Me Not
Adina Pintilie
Romania | 125 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,1:00PM - 3:00PM,"PVR ICON
AUDI 5
86","
In My Room
Ulrich Köhler
Germany, Italy | 120 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,8PM,8:45PM - 10:45PM,"PVR ICON
AUDI 1
236","
The Day I Lost My Shadow
Soudade Kaadan
Syria, Lebanon, France, Qatar | 94 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,NA,"PVR ICON
AUDI 1
236",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,5PM,6:30PM - 8:16PM,"PVR ECX
AUDI 4
216","
Fortuna
Germinal Roaux
Switzerland, Belgium | 106 mins
RDV",Rendezvous with French Cinema,RDV,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,8:30PM - 10:35PM,"PVR ECX
AUDI 1
216","
Bird Of Dusk
Sangeeta Datta
India | 97 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,7:30PM - 9:42PM,"PVR ECX
AUDI 2
216","
The Ballad Of Buster Scruggs
Ethan Coen, Joel Coen
USA | 132 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,5:00PM - 7:08PM,"PVR ICON
AUDI 6
86","
Samouni Road
Stefano Savona
Italy, France | 128 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,1:30PM - 3:46PM,"PVR ECX
AUDI 4
216","
A Paris Education
Jean Paul Civeyrac
France | 136 mins
RDV",Rendezvous with French Cinema,RDV,ANDHERI (W),30.55573,-0.61179,,60,6.2
30-October-2018,Tuesday,8PM,NA,"PVR ICON
AUDI 3
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,5PM,5:45PM - 8:00PM,"PVR ECX
AUDI 5
216","
Amaltash
Suhas Desale
India | 114 mins
Introduction | Q&A
MT",Marathi Talkies,MT,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,10:00AM - 12:37PM,"PVR ICON
AUDI 3
312","
The Summer House
Valeria Bruni-Tedeschi
France, Italy | 127 mins
RDV",Rendezvous with French Cinema,RDV,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,10:30AM - 12:16PM,"PVR ICON
AUDI 4
312","
Fortuna
Germinal Roaux
Switzerland, Belgium | 106 mins
RDV",Rendezvous with French Cinema,RDV,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,12PM,1:15PM - 3:00PM,"PVR ICON
AUDI 2
220","
Memories Of My Body
Garin Nugroho
Indonesia | 105 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,4:15PM - 6:00PM,"PVR ECX
AUDI 3
216","
Azougue Nazaré
Tiago Melo
Brazil | 80 mins
Introduction | Q&A
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
01-November-2018,Thursday,12PM,1:00PM - 3:00PM,"PVR ICON
AUDI 3
312","MASTERCLASS
FILMMAKER SEAN BAKER
in conversation with
FILMMAKER SHAKUN BATRA",Sessions,S,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,2PM,4:00PM - 5:50PM,"PVR ECX
AUDI 4
216","
Vision
Naomi Kawase
Japan, France | 110 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,12PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,8:45PM - 11:13PM,"PVR ICON
AUDI 3
312","
Burning
Lee Chang-dong
South Korea | 148 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,11:00AM - 12:34AM,"PVR ECX
AUDI 2
216","
Ruben Brandt, Collector
Milorad Krstić
Hungary | 94 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,7.9,,
30-October-2018,Tuesday,5PM,6:00PM - 7:35PM,"PVR ECX
AUDI 3
216","
And Breathe Normally
Ísold Uggadóttir
Iceland, Sweden, Belgium | 95 mins
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,7.2,83,
27-October-2018,Saturday,8PM,8:30PM - 10:35PM,"PVR ECX
AUDI 4
216","
Touch Me Not
Adina Pintilie
Romania | 125 mins
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,5PM,5:00PM - 7:00PM,"PVR ICON
AUDI 1
236","
Light In The Room
Rahul Riji Nair
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,4:30PM - 6:30PM,"PVR ECX
AUDI 1
216","
Royal Stag Barrel Select Large Short Films | The Perfect 10 | Part 2 
Introduction",Short Film,SF,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,10AM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,4:00PM - 5:31PM,"PVR ECX
AUDI 2
216","
Mug
Małgorzata Szumowska
Poland | 91 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,2PM,4:15PM - 6:36PM,"PVR ECX
AUDI 3
216","
Dhappa
Nipun Dharmadhikari
India | 116 mins
Introduction | Q&A
MT",Marathi Talkies,MT,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,10AM,NA,"PVR ICON
AUDI 4
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,8PM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,2PM,4:45PM - 6:24PM,"PVR ECX
AUDI 4
216","
Freedom Fields
Naziha Arebi
Libya, UK, Netherlands | 99 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,1:00PM - 2:00PM,"PVR ECX
AUDI 1
216","Contained Mobility
Ursula Biemann
20 mins

Veilleurs d'images
Uriel Orlow
14 mins

A Tale of Two Islands
Steffen Köhn, Paola Calvo
16 mins

#blacktivist
Mario Pfeifer
5 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,8PM,8:30PM - 10:35PM,"PVR ECX
AUDI 4
216","
Shoplifters
Hirokazu Kore-eda
Japan | 125 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,1:45PM - 3:24PM,"PVR ICON
AUDI 2
220","
Pity
Babis Makridis
Greece, Poland | 99 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,2PM,4:30PM - 6:00PM,"ECX 1

216
(The New Medium)","The Burial of the Dead 
Salomé Lamas
90 mins

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,1:30PM - 3:38PM,"PVR ICON
AUDI 4
312","
BlacKkKlansman
Spike Lee
USA | 128 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,10:00AM - 11:25AM,"PVR ECX
AUDI 1
216","
All You Can Eat Buddha
Ian Lagarde
Canada | 85 mins
Introduction | Q&A
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,5.8,,
01-November-2018,Thursday,2PM,4:00PM - 5:40PM,"PVR ECX
AUDI 4
216","
Woman At War
Benedikt Erlingsson
Iceland, France, Ukraine | 100 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,6:45PM - 8:45PM,"PVR ECX
AUDI 3
216","
The Gold-Laden Sheep and the Sacred Mountain
Ridham Janve
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,7:00PM - 8:37PM,"PVR ICON
AUDI 5
86","
Light In The Room
Rahul Riji Nair
India | 97 mins
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,2PM,3:30PM - 5:12PM,"PVR ECX
AUDI 5
216","
The Harvesters
Etienne Kallos
France, Greece, Poland, South Africa | 102 mins
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,12PM,1:30PM - 3:35PM,"PVR ECX
AUDI 4
216","
Touch Me Not
Adina Pintilie
Romania | 125 mins
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
